app_name,package_name,version_name,version_code,min_sdk,target_sdk,permissions,main_activity,activities,services,receivers,providers,libraries
twee+ reader,com.github.poke.tweeplusreader,1.3,5,5,10,[],,"[""com.github.poke.tweeplusreader.TweePlusReader"", ""com.github.poke.tweeplusreader.TwiccaPluginActivity""]",[],[],[],[]
