app_name,package_name,version_name,version_code,min_sdk,target_sdk,permissions,main_activity,activities,services,receivers,providers,libraries
Marketing Report Admin,com.hp.marketingreport,1.0,1,24,32,"[""android.permission.READ_EXTERNAL_STORAGE"", ""android.permission.INTERNET"", ""android.permission.ACCESS_NETWORK_STATE"", ""android.permission.ACCESS_WIFI_STATE"", ""android.permission.VIBRATE"", ""com.google.android.c2dm.permission.RECEIVE"", ""android.permission.WAKE_LOCK""]",com.hp.marketingreport.AuthenticationActivity,"[""com.hp.marketingreport.HomeActivity"", ""com.hp.marketingreport.AuthenticationActivity"", ""com.google.firebase.auth.internal.GenericIdpActivity"", ""com.google.firebase.auth.internal.RecaptchaActivity"", ""com.google.android.gms.common.api.GoogleApiActivity""]","[""com.hp.marketingreport.PushNotificationService"", ""com.google.firebase.auth.api.fallback.service.FirebaseAuthFallbackService"", ""com.google.firebase.components.ComponentDiscoveryService"", ""com.google.firebase.messaging.FirebaseMessagingService"", ""com.google.android.datatransport.runtime.backends.TransportBackendDiscovery"", ""com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService""]","[""com.google.firebase.iid.FirebaseInstanceIdReceiver"", ""com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver""]","[""com.google.firebase.provider.FirebaseInitProvider"", ""androidx.startup.InitializationProvider""]","[""org.apache.http.legacy"", ""androidx.window.extensions"", ""androidx.window.sidecar""]"
