permissions_android.permission.READ_EXTERNAL_STORAGE,permissions_android.permission.INTERNET,permissions_android.permission.ACCESS_NETWORK_STATE,permissions_android.permission.ACCESS_WIFI_STATE,permissions_android.permission.VIBRATE,permissions_com.google.android.c2dm.permission.RECEIVE,permissions_android.permission.WAKE_LOCK,main_activity,activities_com.hp.marketingreport.HomeActivity,activities_com.hp.marketingreport.AuthenticationActivity,activities_com.google.firebase.auth.internal.GenericIdpActivity,activities_com.google.firebase.auth.internal.RecaptchaActivity,activities_com.google.android.gms.common.api.GoogleApiActivity,services_com.hp.marketingreport.PushNotificationService,services_com.google.firebase.auth.api.fallback.service.FirebaseAuthFallbackService,services_com.google.firebase.components.ComponentDiscoveryService,services_com.google.firebase.messaging.FirebaseMessagingService,services_com.google.android.datatransport.runtime.backends.TransportBackendDiscovery,services_com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService,receivers_com.google.firebase.iid.FirebaseInstanceIdReceiver,receivers_com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver,providers_com.google.firebase.provider.FirebaseInitProvider,providers_androidx.startup.InitializationProvider,libraries_org.apache.http.legacy,libraries_androidx.window.extensions,libraries_androidx.window.sidecar
1,1,1,1,1,1,1,com.hp.marketingreport.AuthenticationActivity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
