APK,Permissions,Intents
C:\Users\CybroNidhi\Documents\Project@IITH\samples\benign\report.apk,"android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK","com.hp.marketingreport.HomeActivity:Actions:None,Categories:None,Data:None;com.hp.marketingreport.AuthenticationActivity:Actions:None,Categories:None,Data:None;com.google.firebase.auth.internal.GenericIdpActivity:Actions:None,Categories:None,Data:None;com.google.firebase.auth.internal.RecaptchaActivity:Actions:None,Categories:None,Data:None;com.google.android.gms.common.api.GoogleApiActivity:Actions:None,Categories:None,Data:None"
